Number of features is: 3708
Feature at octave: 0, level: 1, x coordinate: 150, y coordinate: 870
Feature at octave: 0, level: 1, x coordinate: 150, y coordinate: 1019
Feature at octave: 0, level: 1, x coordinate: 151, y coordinate: 359
Feature at octave: 0, level: 1, x coordinate: 151, y coordinate: 542
Feature at octave: 0, level: 1, x coordinate: 153, y coordinate: 140
Feature at octave: 0, level: 1, x coordinate: 153, y coordinate: 288
Feature at octave: 0, level: 1, x coordinate: 153, y coordinate: 730
Feature at octave: 0, level: 1, x coordinate: 154, y coordinate: 233
Feature at octave: 0, level: 1, x coordinate: 154, y coordinate: 612
Feature at octave: 0, level: 1, x coordinate: 154, y coordinate: 777
Feature at octave: 0, level: 1, x coordinate: 155, y coordinate: 33
Feature at octave: 0, level: 1, x coordinate: 155, y coordinate: 179
Feature at octave: 0, level: 1, x coordinate: 155, y coordinate: 406
Feature at octave: 0, level: 1, x coordinate: 155, y coordinate: 773
Feature at octave: 0, level: 1, x coordinate: 155, y coordinate: 978
Feature at octave: 0, level: 1, x coordinate: 156, y coordinate: 671
Feature at octave: 0, level: 1, x coordinate: 156, y coordinate: 851
Feature at octave: 0, level: 1, x coordinate: 156, y coordinate: 873
Feature at octave: 0, level: 1, x coordinate: 157, y coordinate: 308
Feature at octave: 0, level: 1, x coordinate: 157, y coordinate: 723
Feature at octave: 0, level: 1, x coordinate: 157, y coordinate: 862
Feature at octave: 0, level: 1, x coordinate: 158, y coordinate: 588
Feature at octave: 0, level: 1, x coordinate: 158, y coordinate: 833
Feature at octave: 0, level: 1, x coordinate: 159, y coordinate: 162
Feature at octave: 0, level: 1, x coordinate: 159, y coordinate: 283
Feature at octave: 0, level: 1, x coordinate: 159, y coordinate: 294
Feature at octave: 0, level: 1, x coordinate: 159, y coordinate: 458
Feature at octave: 0, level: 1, x coordinate: 159, y coordinate: 581
Feature at octave: 0, level: 1, x coordinate: 159, y coordinate: 929
Feature at octave: 0, level: 1, x coordinate: 160, y coordinate: 499
Feature at octave: 0, level: 1, x coordinate: 160, y coordinate: 676
Feature at octave: 0, level: 1, x coordinate: 160, y coordinate: 960
Feature at octave: 0, level: 1, x coordinate: 161, y coordinate: 114
Feature at octave: 0, level: 1, x coordinate: 161, y coordinate: 263
Feature at octave: 0, level: 1, x coordinate: 161, y coordinate: 272
Feature at octave: 0, level: 1, x coordinate: 161, y coordinate: 572
Feature at octave: 0, level: 1, x coordinate: 162, y coordinate: 29
Feature at octave: 0, level: 1, x coordinate: 162, y coordinate: 140
Feature at octave: 0, level: 1, x coordinate: 162, y coordinate: 538
Feature at octave: 0, level: 1, x coordinate: 162, y coordinate: 615
Feature at octave: 0, level: 1, x coordinate: 162, y coordinate: 664
Feature at octave: 0, level: 1, x coordinate: 162, y coordinate: 887
Feature at octave: 0, level: 1, x coordinate: 163, y coordinate: 333
Feature at octave: 0, level: 1, x coordinate: 163, y coordinate: 506
Feature at octave: 0, level: 1, x coordinate: 163, y coordinate: 631
Feature at octave: 0, level: 1, x coordinate: 164, y coordinate: 217
Feature at octave: 0, level: 1, x coordinate: 164, y coordinate: 415
Feature at octave: 0, level: 1, x coordinate: 164, y coordinate: 725
Feature at octave: 0, level: 1, x coordinate: 165, y coordinate: 363
Feature at octave: 0, level: 1, x coordinate: 165, y coordinate: 426
Feature at octave: 0, level: 1, x coordinate: 165, y coordinate: 951
Feature at octave: 0, level: 1, x coordinate: 166, y coordinate: 13
Feature at octave: 0, level: 1, x coordinate: 166, y coordinate: 256
Feature at octave: 0, level: 1, x coordinate: 166, y coordinate: 606
Feature at octave: 0, level: 1, x coordinate: 166, y coordinate: 620
